query_id,subject_id,dN,dS,dNdS
lcl|NC_000006.12_cds_XP_011534332.1_40110,lcl|NC_000076.6_cds_XP_006512685.1_43065,0.07205,0.359,0.2007
lcl|NC_000006.12_cds_XP_011534364.1_39844,lcl|NC_000076.6_cds_XP_006512565.1_43214,0.06325,0.4604,0.1374
lcl|NC_000006.12_cds_XP_011534373.1_40673,lcl|NC_000076.6_cds_NP_001155317.2_42786,0.02925,0.5092,0.05744
lcl|NC_000006.12_cds_XP_011534382.1_41527,lcl|NC_000083.6_cds_XP_011244503.1_65758,0.04118,0.6264,0.06574
lcl|NC_000006.12_cds_XP_011534402.1_39277,lcl|NC_000075.6_cds_XP_006511121.1_40783,0.1365,0.5276,0.2587
lcl|NC_000006.12_cds_XP_011534408.1_40937,lcl|NC_000076.6_cds_XP_006512773.1_42635,0.067780000000000007,0.5881,0.1153
lcl|NC_000006.12_cds_XP_011534411.1_40946,lcl|NC_000076.6_cds_XP_006512778.1_42642,0.01444,0.5628,0.02565
lcl|NC_000006.12_cds_XP_011534427.1_40993,lcl|NC_000076.6_cds_XP_017169368.1_42610,0.1396,0.7304,0.1911
lcl|NC_000006.12_cds_XP_011534450.1_41161,lcl|NC_000076.6_cds_XP_006512493.1_42471,0.2407,0.6484,0.3712
lcl|NC_000006.12_cds_XP_011534468.1_39958,lcl|NC_000076.6_cds_XP_011241461.1_43155,0.1576,0.7008,0.2249
lcl|NC_000006.12_cds_XP_011534486.1_40530,lcl|NC_000076.6_cds_XP_006512796.1_42917,0.05347,0.5564,0.0961
lcl|NC_000006.12_cds_XP_011534515.1_40929,lcl|NC_000076.6_cds_XP_006512951.1_42650,0.08233,0.4091,0.2012
lcl|NC_000006.12_cds_XP_011534522.1_40142,lcl|NC_000076.6_cds_NP_001120848.1_43056,0.121,0.5036,0.2402
lcl|NC_000006.12_cds_XP_011534526.1_41319,lcl|NC_000083.6_cds_NP_001106823.1_65635,0.08869,0.5673,0.1563
lcl|NC_000006.12_cds_XP_011534532.1_41321,lcl|NC_000083.6_cds_XP_006523271.1_65637,0.05749,0.5431,0.1059
lcl|NC_000006.12_cds_XP_011534545.1_40741,lcl|NC_000076.6_cds_XP_006512643.1_42757,0.1083,0.52,0.2083
lcl|NC_000006.12_cds_XP_011534568.1_39392,lcl|NC_000075.6_cds_XP_006510957.1_40848,0.02624,0.3705,0.07083
lcl|NC_000006.12_cds_XP_016865665.1_39462,lcl|NC_000075.6_cds_XP_006511356.1_40877,0.001327,0.1297,0.01024
lcl|NC_000006.12_cds_XP_016865667.1_39456,lcl|NC_000075.6_cds_NP_062770.1_40875,7.107e-4,0.1389,0.005118
lcl|NC_000006.12_cds_XP_016865668.1_39453,lcl|NC_000075.6_cds_NP_001271257.1_40874,7.123e-4,0.1391,0.005122
lcl|NC_000006.12_cds_XP_016865676.1_36365,lcl|NC_000079.6_cds_XP_011242647.1_55217,0.08446,0.5445,0.1551
lcl|NC_000006.12_cds_XP_016865679.1_39662,lcl|NC_000070.6_cds_NP_034373.1_14835,0.002356,0.4311,0.005466
lcl|NC_000006.12_cds_XP_016865699.1_41037,lcl|NW_019168510.1_cds_NP_035965.2_76915,0.03705,0.4408,0.08406
lcl|NC_000006.12_cds_XP_016865707.1_39925,lcl|NC_000076.6_cds_XP_017169290.1_43172,0.0295,0.4487,0.06573
lcl|NC_000006.12_cds_XP_016865709.1_39398,lcl|NC_000075.6_cds_XP_006511243.1_40865,0.06341,0.4654,0.1362
lcl|NC_000006.12_cds_XP_016865719.1_40547,lcl|NC_000076.6_cds_XP_017169636.1_42897,0.05245,0.941,0.05574
lcl|NC_000006.12_cds_XP_016865724.1_37871,lcl|NT_187005.1_cds_NP_001277249.1_78918,0.1995,0.7256,0.275
lcl|NC_000006.12_cds_XP_016865737.1_40181,lcl|NC_000076.6_cds_NP_034055.1_43032,0.07075,0.438,0.1615
lcl|NC_000006.12_cds_XP_016865743.1_39019,lcl|NC_000067.6_cds_XP_006495707.1_341,0.09697,0.3806,0.2548
lcl|NC_000006.12_cds_XP_016865781.1_39551,lcl|NC_000070.6_cds_XP_006538021.1_14886,0.05715,0.5409,0.1057
lcl|NC_000006.12_cds_XP_016865787.1_38685,lcl|NC_000083.6_cds_NP_082110.1_67724,0.4089,1.066,0.3837
lcl|NC_000006.12_cds_XP_016865820.1_36505,lcl|NC_000079.6_cds_NP_034234.1_55326,0.1607,0.5407,0.2972
lcl|NC_000006.12_cds_XP_016865845.1_40578,lcl|NC_000076.6_cds_XP_006512576.1_42883,0.09119,0.4349,0.2097
lcl|NC_000006.12_cds_XP_016865870.1_41168,lcl|NC_000076.6_cds_XP_011241370.1_42482,0.05912,0.5282,0.1119
lcl|NC_000006.12_cds_XP_016865887.1_40302,lcl|NC_000076.6_cds_NP_001028557.2_43324,0.08317,0.526,0.1581
lcl|NC_000006.12_cds_XP_016865891.1_40310,lcl|NC_000076.6_cds_XP_011241493.1_43325,0.1053,0.5581,0.1887
lcl|NC_000006.12_cds_XP_016865896.1_38912,lcl|NC_000067.6_cds_NP_796209.2_390,0.09913,0.5447,0.182
lcl|NC_000006.12_cds_XP_016865905.1_38660,lcl|NC_000083.6_cds_NP_861418.2_67736,0.06045,0.4504,0.1342
lcl|NC_000006.12_cds_XP_016865916.1_38063,lcl|NC_000083.6_cds_XP_011244796.1_68177,0.1218,0.6365,0.1914
lcl|NC_000006.12_cds_XP_016865939.1_36572,lcl|NC_000079.6_cds_XP_006516996.1_55358,0.007156,0.5872,0.01219
lcl|NC_000006.12_cds_XP_016865953.1_36526,lcl|NC_000079.6_cds_XP_017170973.1_55335,0.02191,0.4589,0.04775
lcl|NC_000006.12_cds_XP_016865963.1_40166,lcl|NC_000076.6_cds_XP_006512824.1_43043,0.01563,0.4374,0.03574
lcl|NC_000006.12_cds_XP_016865967.1_38838,lcl|NC_000075.6_cds_XP_006511016.1_40650,0.1027,0.6164,0.1667
lcl|NC_000006.12_cds_XP_016865969.1_36329,lcl|NC_000079.6_cds_XP_006516846.1_55184,0.232,0.5599,0.4143
lcl|NC_000006.12_cds_XP_016865981.1_38782,lcl|NC_000075.6_cds_XP_006511367.1_40704,0.06864,0.5704,0.1203
lcl|NC_000006.12_cds_XP_016866049.1_39307,lcl|NC_000075.6_cds_XP_006511299.1_40809,0.0332,0.3993,0.08315
lcl|NC_000006.12_cds_XP_016866051.1_39316,lcl|NC_000075.6_cds_XP_006511301.1_40814,0.03334,0.401,0.08313
lcl|NC_000006.12_cds_XP_016866053.1_39308,lcl|NC_000075.6_cds_XP_006511303.1_40811,0.03345,0.4021,0.08319
lcl|NC_000006.12_cds_XP_016866081.1_41027,lcl|NC_000076.6_cds_XP_017169562.1_42582,0.02566,0.3096,0.08287
lcl|NC_000006.12_cds_XP_016866100.1_41210,lcl|NC_000076.6_cds_XP_011241385.1_42496,0.08225,0.6544,0.1257
lcl|NC_000006.12_cds_XP_016866101.1_41209,lcl|NC_000076.6_cds_XP_017169533.1_42487,0.08197,0.6562,0.1249
lcl|NC_000006.12_cds_XP_016866134.1_40171,lcl|NC_000076.6_cds_XP_006512599.1_43038,0.05591,0.4859,0.1151
lcl|NC_000006.12_cds_XP_016866138.1_39942,lcl|NC_000076.6_cds_XP_006512761.1_43163,0.03833,0.3709,0.1033
lcl|NC_000006.12_cds_XP_016866143.1_40135,lcl|NC_000076.6_cds_XP_011241419.1_43060,0.003618,0.3058,0.01183
lcl|NC_000006.12_cds_XP_016866149.1_41626,lcl|NC_000083.6_cds_XP_011244914.1_65896,0.2324,0.7776,0.2989
lcl|NC_000006.12_cds_XP_016866160.1_41647,lcl|NC_000083.6_cds_XP_011244919.1_65908,0.2696,0.7064,0.3816
lcl|NC_000006.12_cds_XP_016866166.1_39905,lcl|NC_000076.6_cds_XP_006512814.1_43173,0.127,0.5892,0.21560000000000001
lcl|NC_000006.12_cds_XP_016866170.1_39910,lcl|NC_000076.6_cds_NP_766526.3_43177,0.1134,0.5887,0.1926
lcl|NC_000006.12_cds_XP_016866176.1_39904,lcl|NC_000076.6_cds_XP_006512815.1_43175,0.1826,0.7706,0.2369
lcl|NC_000006.12_cds_XP_016866215.1_39720,lcl|NC_000070.6_cds_XP_006538016.1_14812,0.03601,0.4319,0.08338
lcl|NC_000006.12_cds_XP_016866218.1_36300,lcl|NC_000079.6_cds_XP_006516589.1_55161,0.07589,0.5007,0.1516
lcl|NC_000006.12_cds_XP_016866237.1_38837,lcl|NC_000075.6_cds_XP_006511265.1_40653,0.04207,0.3711,0.1133
lcl|NC_000006.12_cds_XP_016866241.1_36217,lcl|NC_000079.6_cds_XP_006516719.1_55084,0.05584,0.491,0.1137
lcl|NC_000006.12_cds_XP_016866258.1_39978,lcl|NC_000076.6_cds_NP_083408.1_43150,0.166,0.5382,0.3084
lcl|NC_000006.12_cds_XP_016866264.1_40265,lcl|NC_000076.6_cds_XP_006512884.1_43284,0.1544,0.7621,0.2026
lcl|NC_000006.12_cds_XP_016866269.1_38260,lcl|NC_000083.6_cds_NP_079709.2_68013,0.09839,0.519,0.1896
lcl|NC_000006.12_cds_XP_016866273.1_40977,lcl|NC_000076.6_cds_XP_006512612.1_42618,0.02534,0.5221,0.04854
lcl|NC_000006.12_cds_XP_016866280.1_37730,lcl|NT_187005.1_cds_NP_001277974.1_78865,0.01477,0.457,0.03231
lcl|NC_000006.12_cds_XP_016866284.1_40189,lcl|NC_000076.6_cds_XP_011241458.1_43026,0.03149,0.5475,0.05752
lcl|NC_000006.12_cds_XP_016866287.1_38843,lcl|NC_000075.6_cds_NP_945200.1_40646,0.03082,0.5603,0.055
lcl|NC_000006.12_cds_XP_016866288.1_40161,lcl|NC_000076.6_cds_XP_006512618.1_43045,0.001792,0.4165,0.004303
lcl|NC_000006.12_cds_XP_016866307.1_37169,lcl|NC_000083.6_cds_XP_017172751.1_67441,0.2413,0.3538,0.6822
lcl|NC_000006.12_cds_XP_016866313.1_38117,lcl|NW_019168528.1_cds_NP_001276386.1_77109,0.2003,0.6109,0.3279
lcl|NC_000006.12_cds_XP_016866317.1_40815,lcl|NC_000076.6_cds_XP_017169236.1_42720,0.1348,0.5791,0.2327
lcl|NC_000006.12_cds_XP_016866334.1_40434,lcl|NC_000076.6_cds_XP_006512877.1_42971,0.2245,0.6276,0.3577
lcl|NC_000006.12_cds_XP_016866339.1_41008,lcl|NC_000076.6_cds_XP_017169459.1_42596,0.08189,0.5117,0.16
lcl|NC_000006.12_cds_XP_016866343.1_40150,lcl|NC_000076.6_cds_NP_034811.2_43049,0.0615,0.5086,0.1209
lcl|NC_000006.12_cds_XP_016866347.1_38806,lcl|NC_000075.6_cds_NP_766513.2_40693,0.03889,0.5448,0.07139
lcl|NC_000006.12_cds_XP_016866352.1_36462,lcl|NC_000079.6_cds_NP_001139275.1_55298,0.09001,0.6129,0.1469
lcl|NC_000006.12_cds_XP_016866353.1_36460,lcl|NC_000079.6_cds_XP_006516935.1_55295,0.0875,0.6118,0.143
lcl|NC_000006.12_cds_XP_016866367.1_41575,lcl|NC_000083.6_cds_XP_006523827.1_65867,0.03328,0.489,0.06806
lcl|NC_000006.12_cds_XP_016866368.1_41581,lcl|NC_000083.6_cds_XP_006523828.1_65874,0.0333,0.4892,0.06807
lcl|NC_000006.12_cds_XP_016866380.1_38672,lcl|NC_000083.6_cds_XP_006524814.1_67732,0.01501,0.2362,0.06352
lcl|NC_000006.12_cds_XP_016866381.1_38670,lcl|NC_000083.6_cds_NP_082750.1_67730,0.01506,0.2368,0.06357
lcl|NC_000006.12_cds_XP_016866382.1_38669,lcl|NC_000083.6_cds_XP_006524817.1_67731,0.01609,0.2542,0.06327
lcl|NC_000006.12_cds_XP_016866389.1_37844,lcl|NC_000083.6_cds_XP_006523985.1_66730,0.01355,0.7958,0.01703
lcl|NC_000006.12_cds_XP_016866396.1_41245,lcl|NC_000076.6_cds_XP_017169318.1_42535,0.2635,0.6944,0.3795
lcl|NC_000006.12_cds_XP_016866400.1_36412,lcl|NC_000079.6_cds_NP_001163902.1_55267,0.09201,0.5557,0.1656
lcl|NC_000006.12_cds_XP_016866408.1_39873,lcl|NC_000076.6_cds_XP_017169558.1_43196,0.1252,0.6081,0.2059
lcl|NC_000006.12_cds_XP_016866419.1_38973,lcl|NC_000067.6_cds_NP_705829.1_368,0.1338,0.6868,0.1949
lcl|NC_000006.12_cds_XP_016866433.1_38735,lcl|NC_000067.6_cds_NP_694819.2_283,0.1664,0.5013,0.3319
lcl|NC_000006.12_cds_XP_016866442.1_38587,lcl|NC_000083.6_cds_XP_006524198.1_67805,0.1407,0.5737,0.2453
lcl|NC_000006.12_cds_XP_016866445.1_38128,lcl|NW_019168528.1_cds_NP_067381.1_77097,0.4242,0.6443,0.6584
lcl|NC_000006.12_cds_XP_016866447.1_41554,lcl|NC_000083.6_cds_XP_011244481.1_65710,0.1769,0.7778,0.2274
lcl|NC_000006.12_cds_XP_016866463.1_37826,lcl|NT_187005.1_cds_NP_035275.1_78903,0.03741,0.4147,0.09019
lcl|NC_000006.12_cds_XP_016866476.1_36679,lcl|NC_000079.6_cds_XP_017171079.1_55052,0.09152,0.5573,0.1642
lcl|NC_000006.12_cds_XP_016866477.1_41155,lcl|NC_000076.6_cds_XP_006512545.1_42462,0.02748,0.6405,0.04291
lcl|NC_000006.12_cds_XP_016866479.1_39254,lcl|NC_000075.6_cds_XP_011241142.1_40767,0.03468,0.4277,0.08109
lcl|NC_000006.12_cds_XP_016866489.1_38499,lcl|NC_000083.6_cds_XP_006524200.1_67879,0.00926,0.288,0.03215
lcl|NC_000006.12_cds_XP_016866497.1_36755,lcl|NC_000079.6_cds_XP_011242635.1_54956,0.05752,0.5872,0.09796
lcl|NC_000006.12_cds_XP_016866498.1_36756,lcl|NC_000079.6_cds_XP_011242636.1_54955,0.05756,0.5881,0.09788
lcl|NC_000006.12_cds_XP_016866499.1_36764,lcl|NC_000079.6_cds_XP_011242637.1_54949,0.05769,0.5883,0.09807
lcl|NC_000006.12_cds_XP_016866500.1_36761,lcl|NC_000079.6_cds_XP_006516802.1_54952,0.05777,0.5909,0.09778
lcl|NC_000006.12_cds_XP_016866504.1_36757,lcl|NC_000079.6_cds_XP_011242638.1_54954,0.0571,0.6109,0.09347
lcl|NC_000006.12_cds_XP_016866505.1_36762,lcl|NC_000079.6_cds_NP_081101.3_54950,0.05736,0.6149,0.09329
lcl|NC_000006.12_cds_XP_016866513.1_36194,lcl|NC_000079.6_cds_XP_006516789.1_55077,0.03475,0.5723,0.06072
lcl|NC_000006.12_cds_XP_016866537.1_38220,lcl|NW_019168527.1_cds_NP_001091092.1_77077,0.04684,0.4028,0.1163
lcl|NC_000006.12_cds_XP_016866538.1_38217,lcl|NW_019168527.1_cds_NP_766210.1_77078,0.04718,0.4053,0.1164
lcl|NC_000006.12_cds_XP_016866550.1_36182,lcl|NC_000076.6_cds_XP_017169676.1_44903,0.742,1.567,0.4734
lcl|NC_000006.12_cds_XP_016866559.1_41339,lcl|NC_000083.6_cds_XP_006523314.1_65661,0.02978,0.5142,0.05791
lcl|NC_000006.12_cds_XP_016866578.1_40801,lcl|NC_000076.6_cds_XP_006512753.1_42726,0.1337,0.5078,0.2633
lcl|NC_000006.12_cds_XP_016866593.1_41295,lcl|NC_000083.6_cds_NP_001078824.1_65616,0.0283,0.3689,0.07672
lcl|NC_000006.12_cds_XP_016866596.1_41297,lcl|NC_000083.6_cds_XP_006523284.1_65615,0.02973,0.3654,0.08138
lcl|NC_000006.12_cds_XP_016866599.1_38088,lcl|NC_000083.6_cds_NP_081728.2_68154,0.02471,0.5669,0.04358
lcl|NC_000006.12_cds_XP_016866616.1_39044,lcl|NC_000067.6_cds_NP_080880.4_329,0.08067,0.3113,0.2591
lcl|NC_000006.12_cds_XP_016866640.1_40834,lcl|NC_000076.6_cds_XP_011241512.1_42713,0.03868,0.3951,0.09789
lcl|NC_000006.12_cds_XP_016866664.1_40148,lcl|NC_000076.6_cds_XP_011241497.1_43053,0.04801,0.3136,0.15310000000000001
lcl|NC_000006.12_cds_XP_016866665.1_37633,lcl|NT_187027.1_cds_NP_001192144.1_78474,0.006604,0.3223,0.02049
lcl|NC_000006.12_cds_XP_016866677.1_36630,lcl|NC_000079.6_cds_XP_006516925.1_55402,0.03962,0.6265,0.06324
lcl|NC_000006.12_cds_XP_016866678.1_36632,lcl|NC_000079.6_cds_XP_006516927.1_55400,0.04013,0.6399,0.0627
lcl|NC_000006.12_cds_XP_016866681.1_36629,lcl|NC_000079.6_cds_XP_017170889.1_55401,0.03907,0.6404,0.06101
lcl|NC_000006.12_cds_XP_016866684.1_39837,lcl|NC_000076.6_cds_NP_077248.1_43220,0.05667,0.3959,0.1431
lcl|NC_000006.12_cds_XP_016866686.1_39792,lcl|NC_000076.6_cds_XP_006512690.1_43256,0.01738,0.5235,0.03321
lcl|NC_000006.12_cds_XP_016866690.1_36795,lcl|NC_000079.6_cds_XP_006516679.1_54929,0.2513,0.5783,0.4346
lcl|NC_000006.12_cds_XP_016866696.1_38877,lcl|NC_000067.6_cds_XP_017170110.1_393,0.1074,0.6533,0.1644
lcl|NC_000006.12_cds_XP_016866697.1_38889,lcl|NC_000067.6_cds_XP_017170140.1_395,0.1076,0.6557,0.1642
lcl|NC_000006.12_cds_XP_016866698.1_38886,lcl|NC_000067.6_cds_XP_017170154.1_398,0.1077,0.6565,0.1641
lcl|NC_000006.12_cds_XP_016866699.1_38890,lcl|NC_000067.6_cds_XP_017170165.1_394,0.1077,0.6568,0.164
lcl|NC_000006.12_cds_XP_016866700.1_38888,lcl|NC_000067.6_cds_XP_017170176.1_396,0.108,0.6592,0.1638
lcl|NC_000006.12_cds_XP_016866702.1_38885,lcl|NC_000067.6_cds_XP_017170195.1_400,0.108,0.6586,0.164
lcl|NC_000006.12_cds_XP_016866704.1_38884,lcl|NC_000067.6_cds_XP_017170211.1_401,0.1083,0.6622,0.1636
lcl|NC_000006.12_cds_XP_016866706.1_38899,lcl|NC_000067.6_cds_XP_017170230.1_412,0.1097,0.6619,0.1657
lcl|NC_000006.12_cds_XP_016866708.1_38880,lcl|NC_000067.6_cds_XP_017170283.1_402,0.05413,0.6567,0.08243
lcl|NC_000006.12_cds_XP_016866712.1_38879,lcl|NC_000067.6_cds_XP_017170300.1_403,0.05406,0.6711,0.08057
lcl|NC_000006.12_cds_XP_016866713.1_38895,lcl|NC_000067.6_cds_XP_017170357.1_417,0.05529,0.6828,0.08098
lcl|NC_000006.12_cds_XP_016866720.1_41563,lcl|NC_000083.6_cds_NP_001161050.1_65861,0.4149,0.8808,0.4711
lcl|NC_000006.12_cds_XP_016866721.1_36423,lcl|NC_000079.6_cds_XP_017170968.1_55282,0.0584,0.2983,0.1958
lcl|NC_000006.12_cds_XP_016866738.1_37805,lcl|NT_187005.1_cds_NP_766205.1_78901,0.03909,0.3766,0.1038
lcl|NC_000006.12_cds_XP_016866755.1_36981,lcl|NC_000079.6_cds_NP_631880.2_54774,0.0683,0.3426,0.1993
lcl|NC_000006.12_cds_XP_016866760.1_38980,lcl|NC_000067.6_cds_XP_006495862.1_366,0,0.2124,0
lcl|NC_000006.12_cds_XP_016866780.1_37422,lcl|NC_000083.6_cds_XP_006524178.1_67393,0.02833,0.3927,0.07213
lcl|NC_000006.12_cds_XP_016866786.1_37402,lcl|NC_000083.6_cds_XP_017172924.1_67402,0.02887,0.398,0.07252
lcl|NC_000006.12_cds_XP_016866804.1_40991,lcl|NC_000076.6_cds_NP_001120825.3_42612,0.139,0.7328,0.1897
lcl|NC_000006.12_cds_XP_016866808.1_41222,lcl|NC_000076.6_cds_NP_081069.1_42508,0.06975,0.538,0.1296
lcl|NC_000006.12_cds_XP_016866811.1_41093,lcl|NC_000076.6_cds_XP_011241406.1_42433,0.5609,1.168,0.4803
lcl|NC_000006.12_cds_XP_016866823.1_39671,lcl|NC_000070.6_cds_XP_006538446.1_14828,0.04106,0.5036,0.08154
lcl|NC_000006.12_cds_XP_016866842.1_40959,lcl|NC_000076.6_cds_XP_006512922.1_42629,0.05637,0.3442,0.1638
lcl|NC_000006.12_cds_XP_016866843.1_40101,lcl|NC_000076.6_cds_XP_006512891.1_43082,0.04257,0.3671,0.116
lcl|NC_000006.12_cds_XP_016866851.1_37026,lcl|NC_000079.6_cds_NP_001012311.2_54764,0.2001,0.7084,0.2825
lcl|NC_000006.12_cds_XP_016866876.1_40828,lcl|NC_000076.6_cds_XP_017169341.1_42715,0.02423,0.3677,0.06589
lcl|NC_000006.12_cds_XP_016866919.1_36319,lcl|NC_000079.6_cds_XP_017170926.1_55174,0.02447,0.4614,0.05304
lcl|NC_000006.12_cds_XP_016866924.1_36324,lcl|NC_000079.6_cds_XP_017170927.1_55178,0.03093,0.4771,0.06483
lcl|NC_000006.12_cds_XP_016866954.1_38827,lcl|NC_000075.6_cds_XP_006511479.1_40685,0.1877,0.4238,0.4429
lcl|NC_000006.12_cds_XP_016866956.1_38828,lcl|NC_000075.6_cds_XP_006511483.1_40684,0.1865,0.4341,0.4297
lcl|NC_000006.12_cds_XP_016866960.1_40730,lcl|NC_000076.6_cds_XP_006512645.1_42756,0.1473,0.5899,0.2497
lcl|NC_000006.12_cds_XP_016866988.1_41362,lcl|NC_000083.6_cds_XP_006523334.1_65671,0.1735,0.5512,0.3147
lcl|NC_000006.12_cds_XP_016867000.1_40599,lcl|NC_000076.6_cds_XP_006512857.1_42874,0.1135,0.5341,0.2125
lcl|NC_000006.12_cds_XP_016867003.1_41407,lcl|NC_000083.6_cds_XP_006523404.2_65839,0.01699,0.2144,0.07925
lcl|NC_000006.12_cds_XP_016867006.1_41144,lcl|NC_000076.6_cds_NP_112462.1_42453,0.26,0.8085,0.3216
lcl|NC_000006.12_cds_XP_016867010.1_37269,lcl|NC_000083.6_cds_XP_006524327.1_67504,0.258,0.5958,0.433
lcl|NC_000006.12_cds_XP_016867013.1_36751,lcl|NC_000079.6_cds_NP_848773.3_54974,0.06474,0.5901,0.1097
lcl|NC_000006.12_cds_XP_016867014.1_36752,lcl|NC_000079.6_cds_NP_001273030.1_54980,0.06467,0.5941,0.1089
lcl|NC_000006.12_cds_XP_016867021.1_40724,lcl|NC_000076.6_cds_XP_006512929.1_42769,0.01518,0.3433,0.04423
lcl|NC_000006.12_cds_XP_016867045.1_39358,lcl|NC_000075.6_cds_XP_006510958.1_40836,0.0263,0.3715,0.0708
lcl|NC_000006.12_cds_XP_016867051.1_39359,lcl|NC_000075.6_cds_XP_006510959.1_40838,0.02639,0.3732,0.07071
lcl|NC_000006.12_cds_XP_016867063.1_39343,lcl|NC_000075.6_cds_XP_006510960.1_40833,0.02706,0.3791,0.07138
lcl|NC_000006.12_cds_XP_016867071.1_39368,lcl|NC_000075.6_cds_XP_006510964.1_40840,0.02612,0.3764,0.06939
lcl|NC_000006.12_cds_XP_016867101.1_36422,lcl|NC_000079.6_cds_NP_742155.2_55276,0.26,0.8943,0.2907
lcl|NC_000006.12_cds_XP_024302060.1_39781,lcl|NC_000070.6_cds_NP_084116.1_14795,0.2788,0.6563,0.4249
lcl|NC_000006.12_cds_XP_024302064.1_36776,lcl|NC_000079.6_cds_NP_795990.2_54934,0.112,0.5076,0.2206
lcl|NC_000006.12_cds_XP_024302068.1_38517,lcl|NC_000083.6_cds_XP_006524853.1_67868,0.1373,0.36,0.3814
lcl|NC_000006.12_cds_XP_024302069.1_38599,lcl|NC_000083.6_cds_XP_006524685.1_67795,0.03346,0.5074,0.06593
lcl|NC_000006.12_cds_XP_024302071.1_36809,lcl|NC_000079.6_cds_XP_011242605.1_54912,0.3225,0.6438,0.5008
lcl|NC_000006.12_cds_XP_024302079.1_41516,lcl|NC_000083.6_cds_XP_006523381.1_65765,0.02963,0.7019,0.04221
lcl|NC_000006.12_cds_XP_024302087.1_38142,lcl|NC_000083.6_cds_NP_001104295.1_68085,0.03395,0.4435,0.076550000000000007
lcl|NC_000006.12_cds_XP_024302093.1_37711,lcl|NC_000083.6_cds_NP_766615.1_66651,0.1206,0.5027,0.2399
lcl|NC_000006.12_cds_XP_024302096.1_39534,lcl|NC_000070.6_cds_XP_017175428.1_14895,0.01544,0.4095,0.0377
lcl|NC_000006.12_cds_XP_024302098.1_39205,lcl|NC_000075.6_cds_NP_034075.2_40735,0.1181,0.6861,0.1721
lcl|NC_000006.12_cds_XP_024302099.1_40393,lcl|NC_000076.6_cds_NP_766083.3_42986,0.09876,0.5316,0.1858
lcl|NC_000006.12_cds_XP_024302100.1_40405,lcl|NC_000076.6_cds_XP_006512707.1_42984,0.09931,0.5425,0.1831
lcl|NC_000006.12_cds_XP_024302109.1_40838,lcl|NC_000076.6_cds_NP_619534.2_42709,0.1778,0.6718,0.2647
lcl|NC_000006.12_cds_XP_024302116.1_38527,lcl|NC_000083.6_cds_XP_006524833.1_67861,0.1137,0.5002,0.2273
lcl|NC_000006.12_cds_XP_024302117.1_40576,lcl|NC_000076.6_cds_XP_006512572.1_42882,0.08798,0.3689,0.2385
lcl|NC_000006.12_cds_XP_024302122.1_37965,lcl|NC_000083.6_cds_XP_006525237.1_66814,0.08801,0.4341,0.2028
lcl|NC_000006.12_cds_XP_024302137.1_39094,lcl|NW_016097314.1_cds_NP_898839.2_76747,0.02356,0.4196,0.05614
lcl|NC_000006.12_cds_XP_024302141.1_39319,lcl|NC_000075.6_cds_XP_006511304.1_40815,0.03358,0.4038,0.08317
lcl|NC_000006.12_cds_XP_024302151.1_37783,lcl|NC_000083.6_cds_XP_006524151.1_66705,0.06375,0.479,0.1331
lcl|NC_000006.12_cds_XP_024302152.1_41011,lcl|NC_000076.6_cds_XP_017169568.1_42589,0.06724,0.6031,0.1115
lcl|NC_000006.12_cds_XP_024302154.1_36552,lcl|NC_000079.6_cds_NP_849179.1_55345,0.07442,0.5576,0.1335
lcl|NC_000006.12_cds_XP_024302158.1_38257,lcl|NC_000083.6_cds_XP_017172866.1_68018,0.06549,0.4923,0.133
lcl|NC_000006.12_cds_XP_024302177.1_38761,lcl|NC_000067.6_cds_XP_006495644.1_297,0.05085,0.3177,0.1601
lcl|NC_000006.12_cds_XP_024302178.1_39807,lcl|NC_000076.6_cds_XP_006512608.1_43245,0.008451,0.351,0.02408
lcl|NC_000006.12_cds_XP_024302179.1_39810,lcl|NC_000076.6_cds_NP_034479.2_43247,0.004805,0.3555,0.01352
lcl|NC_000006.12_cds_XP_024302180.1_40984,lcl|NC_000076.6_cds_NP_001107805.1_42621,0.0133,0.5177,0.02568
lcl|NC_000006.12_cds_XP_024302183.1_38771,lcl|NC_000067.6_cds_NP_001275546.1_303,0.1539,0.7132,0.2157
lcl|NC_000006.12_cds_XP_024302187.1_40871,lcl|NC_000076.6_cds_XP_017169298.1_42686,0.06235,0.557,0.1119
lcl|NC_000006.12_cds_XP_024302189.1_38533,lcl|NC_000083.6_cds_NP_032328.2_67852,0.003071,0.5789,0.005305
lcl|NC_000006.12_cds_XP_024302192.1_36583,lcl|NC_000079.6_cds_XP_006516921.1_55366,0.03286,0.3206,0.1025
lcl|NC_000006.12_cds_XP_024302197.1_40278,lcl|NC_000076.6_cds_NP_001191912.1_43292,0.07041,0.4318,0.1631
lcl|NC_000006.12_cds_XP_024302204.1_37938,lcl|NC_000083.6_cds_XP_011244831.1_66797,0.2366,0.7093,0.3335
lcl|NC_000006.12_cds_XP_024302219.1_41072,lcl|NC_000076.6_cds_XP_017169322.1_42563,0.03576,0.4455,0.08027
lcl|NC_000006.12_cds_XP_024302227.1_39328,lcl|NC_000075.6_cds_NP_001157218.1_40819,0.07715,0.6232,0.1238
lcl|NC_000006.12_cds_XP_024302237.1_38850,lcl|NC_000075.6_cds_XP_006511011.1_40642,0.03276,0.5147,0.06364
